id,category_id,subcategory_id,name,slug,sku,description,category_slug,price,image,image_2,image_3,image_4,image_5,created_at,updated_at
"93,2,15,""14pt AQ Greeting Cards"",""14pt-aq-greetings-cards"",SKU-RQ3SJNA1,Greeting cards are most commonly used as a tool for expressing friendship or another sentiment. These greeting cards that are printed with a standard semi-gloss look and feel.,Print-products,35,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"94,2,15,""13pt Enviro Uncoated Greeting Cards"",""13pt-enviro-uncoated-greeting-cards"",SKU-RUOUEEJO,Greeting cards are most commonly used as a tool for expressing friendship or another sentiment.,Print-products,47,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"95,2,15,""14pt Writable AQ Greeting Cards"",""14pt-writable-aq-greeting-cards"",SKU-KT0YYJEJ,""Greeting cards are most commonly used as a tool for expressing friendship or another sentiment. These greeting cards combine a semi-gloss coated side with an uncoated, writable side."",Print-products,40,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"96,2,15,""14pt Writable UV Greeting Cards"",""14pt-writable-uv-greeting-cards"",SKU-TNLKJ37U,""Greeting cards are most commonly used as a tool for expressing friendship or another sentiment. These greeting cards combine a very glossy and shiny coated side with an uncoated, writable side."",Print-products,45,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"97,2,16,Metallic Foil Greeting Cards,Metallic-foil-greetings-cards,SKU-1YFCHEST,""Print gold foil or silver foil on laminated greeting cards for a regal, festive effect. With our wholesale foil printing, you’ll be able to offer metallic foil greeting cards while your competitors can’t."",Print-products,150,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"98,2,16,Spot UV Greeting Cards,Spot-uv-geeting-cards,SKU-75JL09I4,""Spot UV greeting cards have finally arrived! Take the beautiful look and feel of uv spot gloss and let them transform your clients’ custom greeting cards with their clear, quality spot coating."",Print-products,135,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"99,2,16,Kraft Paper Greeting Cards,Kraft-paper-greeting-cards,SKU-INNGBXET,Kraft greeting cards are printed on high quality kraft cardstock that’s 100% recyclable. Printing on kraft paper can make even the most generic greeting card look unique.,Print-products,55,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"100,2,16,Pearl Paper Greeting Cards,Pearl-paper-greeting-cards,SKU-YKIOKQ5Q,Pearl greeting cards stand out from other greeting cards because of the beautiful shimmer paper stock. They help any print provider take their custom greeting card printing selection to the next level.,Print-products,75,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"101,2,17,""14pt Matte Finsh invitations  / Announcement"",""14pt-matte-finish-invitations"",SKU-OE603W89,""Print cost-effective yet professional invitations and announcement cards for every occasion. Most popular stock Simple, clean finish Not folded or scored Optional envelopes"",Print-products,26,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"102,2,17,""14pt Writable AQ Invitations / Announcements"",""14pt-writable-aq-invitations"",SKU-TNFVJZXI,""Print invitations and announcements with a writable back for clients to add a handwritten note later. Semi-gloss aqueous coating on the front Uncoated back for writing in pencil, pen, or marker Not folded or scored Optional envelopes"",Print-products,21,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"103,2,17,""14 pt AQ Invitations / Announcements"",""14pt-aq-invitations"",SKU-N0PIN0EK,Print custom invitations and announcement cards with a slightly glossy coating. Semi-glossy aqueous coating Not suitable for writing or stamping Not folded or scored Optional envelopes,Print-products,25,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"104,2,17,""14pt UV Invitations / Announcements"",""14pt-uv-invitations"",SKU-XJYWF6UJ,""Print glossy party invitations, special occasion announcements, and more. High gloss UV coating Not suitable for writing or stamping Not folded or scored Optional envelopes"",Print-products,15,"""","""","""","""","""",""2024-09-16 15:57:41"",""2024-09-16 15:57:41"""
"105,2,17,Kraft Paper Invitations / Announcements,Kraft-paper-invitations,SKU-SHIRZCRI,""Print eco-friendly invitations and announcement cards on rustic, brown kraft cardstock. Made from 100% recycled fibers Uncoated natural texture Not folded or scored Optional envelopes"",Print-products,30,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"106,2,17,Pearl Paper Invitations / Announcements,Pearl-paper-invitations,SKU-PN8ZK0WX,""Print glitter paper invites and announcement cards for weddings, bridal showers, and more. Made from 100% recyclable materials Infused with silver reflective fibers Not folded or scored Optional envelopes"",Print-products,59,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"107,2,17,Metallic Foil Invitations / Announcements,Metallic-foil-invitations,SKU-TOASBDLP,Print matte invitations and announcement cards with raised metallic foil in gold or silver. Choose from gold or silver reflective foil Raised foil on silk/matte lamination Not folded or scored Optional envelopes,Print-products,110,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"108,2,,Numbered Tickets,numbered-tickets,SKU-3KLPDUM0,""Numbered tickets are printed with variable data. Perfect as concert, raffle and event tickets."",Print-products,35,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"109,2,18,Wall Calendar 80lb Gloss Text,wall-calendar-80lb-gloss-text,SKU-RIKZGSRQ,Wall calendars are a marketing tool that will be visible to clients all year long.,Print-products,425,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"110,2,18,Wall Calendar 100lb Gloss Text,wall-calendar-100lb-gloss-text,SKU-1QCUTJAT,Wall calendars are a marketing tool that will be visible to clients all year long.,Print-products,440,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"111,2,,Variable Printing,Variable-printing,SKU-SUOCLCH1,These are postcards printed with variable data. They are a perfect option for postcard mailers.,Print-products,57,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"112,2,19,Gloss Text Posters,Gloss-text-posters,SKU-LGYTDP7V,Posters are a great way to promote events and any other type of advertising. These posters have a semi-gloss appearance and are the most popular,Print-products,30,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"113,2,19,Matte Posters,Matte-posters,SKU-EQBUSUT6,""Posters are a great way to promote events and any other type of advertising. These posters offer a silky, smooth and elegant finish."",Print-products,45,"""","""","""","""","""",""2024-09-16 15:57:42"",""2024-09-16 15:57:42"""
"114,2,19,UV (High Gloss) Posters,Uv-high-gloss-posters,SKU-A8BRKOE4,Posters are a great way to promote events and any other type of advertising. These posters offer a very glossy and shiny look that is very easy to notice.,Print-products,49,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"115,2,19,Specialty Posters,Specialty-posters,SKU-AC0ZBTSO,Posters are a great way to promote events and any other type of advertising.,Print-products,50,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"116,2,20,AQ Door Hangers,Aq-door-hangers,SKU-A49JBDES,Door Hangers are highly effective marketing tools that are immediately noticed when opening the door on which it is placed. Door hangers with AQ have a semi-gloss look and are the most popular.,Print-products,93,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"117,2,20,UV (High Gloss) Door Hangers,Uv-high-gloss-door-hangers,SKU-7GZI0L5I,Door Hangers are highly effective marketing tools that are immediately noticed when opening the door on which it is placed. Door hangers with UV coating have a very glossy and shiny look.,Print-products,80,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"118,2,20,Matte Door Hangers,Matte-door-hangers,SKU-IWQ50WCY,Door Hangers are highly effective marketing tools that are immediately noticed when opening the door on which it is placed. These door hangers are printed with a matte / dull finish that offers elegance and a silky smooth finish.,Print-products,89,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"119,2,21,Specialty Door Hangers,Specialty-door-hangers,SKU-TKAY22WB,Door Hangers are highly effective marketing tools that are immediately noticed when opening the door on which it is placed.,Print-products,74,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"120,2,22,Matte Digital Sheets 14pt,matte-digital-sheet-14pt,SKU-ROKXMX9N,""Our 18 """"x 12"""" digital sheets are perfect if you are seeking to do trimming and bindery yourself. The digital sheets are printed on a matte finish and offer a soft, silky and professional look."",Print-products,65,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"121,2,22,Matte Digital Sheets 100lb,matte-digital-sheet-100lb,SKU-3DCIVCON,""We print digital sheets on 18 x 12 sheets. A perfect product if you are seeking to do trimming and bindery yourself. These digital sheets offer a silky, smooth and elegant finish."",Print-products,32,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"122,2,22,""80lb Enviro Uncoated Digital Sheets"",""80lb-enviro-uncoated-digital-sheets"",SKU-BHMPZBQX,""We print digital sheets on 18 x 12 sheets. A perfect product if you are seeking to do trimming and bindery yourself. These digital sheets offer a silky, smooth and elegant finish."",Print-products,15.5,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"123,2,22,""13pt Enviro Uncoated Digital Sheets"",""13pt-enviro-uncoated-digital-sheets"",SKU-X0YRZUMR,""We print digital sheets on 18 x 12 sheets. A perfect product if you are seeking to do trimming and bindery yourself. These digital sheets offer a silky, smooth and elegant finish."",Print-products,15.5,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"124,2,22,""100lb Gloss Text Digital Sheets"",""100lb-gloss-text-digital-sheets"",SKU-LYACBDRQ,We print digital sheets on 18 x 12 sheets. A perfect product if you are seeking to do trimming and bindery yourself. These digital sheets have a semi-gloss appearance.,Print-products,15.5,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"125,2,23,Folded Business Cards 14pt UV (High Gloss),folded-business-cards-14pt,SKU-EK9TI8QC,Folded Business Cards are unique because they can hold twice the amount of information and still exhibit a good first impression. Cards with UV coating that have a very glossy and shiny look.,Print-products,42,"""","""","""","""","""",""2024-09-16 15:57:43"",""2024-09-16 15:57:43"""
"126,2,23,Folded Business Cards 14pt Matte Finish,folded-business-cards-14pt-matte,SKU-EICTQ71L,Folded Business Cards are unique because they can hold twice the amount of information and still exhibit a good first impression. Folded business cards that offer elegance and a silky smooth finish.,Print-products,53,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"127,2,23,Folded Business Cards 13pt Enviro Uncoated,Folded-buisness-cards-enviro,SKU-LHGIXECB,Folded Business Cards are unique because they can hold twice the amount of information and still exhibit a good first impression.,Print-products,59,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"128,2,,Tent Cards,tent-cards-14pt,SKU-3FA32MO9,Tent cards are multi-dimensional print products that can be conveniently placed on tables for promotional purposes. These tent cards have a smooth look and feel.,Print-products,117,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"129,2,,Plastics,plastics-14pt,SKU-GGQPIBEZ,Printed plastic products are much more durable than paper to ensure your first impression lasts just that much longer.,Print-products,71,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"130,2,24,Tear Cards UV High (Gloss),Tear-cards-uv,SKU-48RMZBQD,Tear cards are multi-dimensional marketing materials that have a tear-away option. A business card or coupon can be torn and kept. These cards are coated with a high gloss coating that easily catches the eye.,Print-products,65.5,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"131,2,24,Tear Cards Matte Finish,Tear-cards-matte,SKU-N3ZSZICG,Tear cards are multi-dimensional marketing materials featuring have a tear-away option. Our 14pt matte finish tear cards allow for business cards or coupons to be torn and kept.,Print-products,59,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"132,2,24,Tear Cards 13pt Enviro Uncoated,tear-cards-13pt-enviro,SKU-WBNYIR9U,Tear cards are multi-dimensional marketing materials that have a tear-away option. A business card or coupon can be torn and kept.,Print-products,56,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"133,2,25,Transparent Clings,Transparent-clings,SKU-RHQ73TJI,""Static clings are powerful marketing tools that can be placed on a flat surface. These are clings that are printed on a clear, transparent stock."",Print-products,63,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"134,2,25,White Opaque Clings,White-opaque-clings,SKU-RMOEP8SB,Static clings are powerful marketing tools that can be placed on a flat surface. Clings that are printed on opaque stock.,Print-products,62,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"135,1,26,Best Value Business Cards,Best-value-business-cards,SKU-BRI1SGDH,Business cards are widely used as a networking tool and a way to make a good first impression. Our 14pt Profit Maximizing business cards offer the same great quality at a lower price..,Buisness-Cards,7.5,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"136,1,26,""14pt matte Finish Buisness Cards"",""14pt-matte-business-cards"",SKU-QRJCLZ11,""Make a great first impression with business cards. Our 14pt matte finish business cards offer a smooth, elegant look."",Buisness-Cards,10.5,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"137,1,26,""16pt Matte Finish Business Cards"",""16pt-matte-business-cards"",SKU-IQZZ1FH6,Help your clients print the networking tool they need. Our 16pt matte finish business cards are a good option for those seeking thicker stock.,Buisness-Cards,10.25,"""","""","""","""","""",""2024-09-16 15:57:44"",""2024-09-16 15:57:44"""
"138,1,26,""14pt High Gloss Buisness Cards"",""14pt-highgloss-business-cards"",SKU-T6OCRKLG,Business cards are widely used as a networking tool and a way to make a good first impression. These cards have a high gloss coating and are a good option for those seeking thicker business cards.,Buisness-Cards,8.25,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"139,1,26,""16pt High Gloss Business Cards"",""16pt-high-gloss-business-cards"",SKU-DFST3XBK,Business cards are widely used as a networking tool and a way to make a good first impression. Our 14pt Business cards with UV coating have a very glossy and shiny look.,Buisness-Cards,8.25,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"140,1,26,""18pt Gloss Lamination Business Cards"",""18pt-gloss-lamination-business-cards"",SKU-LPTNLSGT,Business cards are widely used as a networking tool and a way to make a good first impression. These business cards have a glossy and shiny lamination which also offers better durability.,Buisness-Cards,26.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"141,1,26,""18pt Matte + Silk Lamination Business Cards"",""18 pt-matte-silk-laminartion-business-cards"",SKU-JMKOMVU4,Business cards are widely used as a networking tool and a way to make a good first impression. These business cards have a silky lamination which also offers better durability.,Buisness-Cards,26.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"142,1,26,""14pt AQ Business Cards"",""14pt-aq-business-cards"",SKU-PKJZD2IF,Business cards are widely used as a networking tool and a way to make a good first impression. Our 14pt Business cards with AQ have a semi-gloss look and are the most commonly ordered.,Buisness-Cards,12.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"143,1,26,""16pt AQ Business Cards"",""16pt-aq-business-cards"",SKU-L5U54QGA,Business cards are widely used as a networking tool and a way to make a good first impression. These semi-gloss cards are a good option for those seeking thicker business cards.,Buisness-Cards,14,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"144,1,26,""13pt Enviro Uncoated Business Cards"",""13pt-enviro-business-cards"",SKU-XYGHKDG7,""Business cards are widely used as a networking tool and a way to make a good first impression. These business cards contain 30% post consumer recycled material, making them a more environmentally friendly option."",Buisness-Cards,15.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"145,1,26,""13pt Linnen Business Cards"",""13pt-linnen-business-cards"",SKU-QJIYKJR9,Business cards are widely used as a networking tool and a way to make a good first impression. Linen business cards offer a premium look and a distinctive feel that stand out.,Buisness-Cards,52,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"146,1,26,""14pt Writable + AQ Business Cards"",""14pt-writable-aq-business-cards"",SKU-ILO1T7WL,""Business cards are widely used as a networking tool and a way to make a good first impression. These business cards combine a semi-gloss coated side with an uncoated, writable side."",Buisness-Cards,16.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"147,1,26,""14pt Writable + UV Business Cards"",""14pt-writable-uv-business-cards"",SKU-FGRSVHVF,""Business cards are widely used as a networking tool and a way to make a good first impression. These business cards combine a glossy and shiny coated side with an uncoated, writable side."",Buisness-Cards,16.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"148,1,26,""18pt Writable Business Cards"",""18pt-writable-business-cards"",SKU-WVQMDGFF,""Business cards are widely used as a networking tool and a way to make a good first impression. These cards stand out because they are extra thick with an uncoated, writable side."",Buisness-Cards,12.5,"""","""","""","""","""",""2024-09-16 15:57:45"",""2024-09-16 15:57:45"""
"149,1,27,Metallic Foil Business Cards,Metallic-foil-business-cards,SKU-78NKB1FQ,Raised foil postcards stand out with their silver or gold custom foil printing. Our wholesale foil printing produces a premium look popular for high-end postcards and certificates.,Buisness-Cards,49,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"150,1,27,Kraft Paper Business cards,Kraft-paper-buisness-cards,SKU-YLQNFGIC,""Kraft Paper business cards will help you stand out from the competition. Most suitable for bold, dark-colored designs, the fibers of the paper will give your design a natural look. 100% recyclable and produced in a sustainable process, they are the perfect option for those who like to print on high quality paper stock, but with an environmentally friendly look and feel.Please note we do not print white inks on kraft stock (only CMYK inks will be printed). Not recommended for full color photos/images as they will become darker due to the darker color of the paper. This is better suited for high contrast designs with fewer colors."",Buisness-Cards,15,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"151,1,27,Durable business-cards,Durable-business-cards,SKU-JH3T2VPQ,""Through the use of a high quality substrate, this synthetic paper is perfect for customized and short run designs. Sourced from raw material, it is 100% recyclable, non-toxic, and extremely durable. The waterproof and tear resistant qualities guarantee that your business cards will always look great, even in the most adverse of conditions."",Buisness-Cards,29,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"152,1,27,Spot UV Business Cards,Spot-uv-business-cards,SKU-QYDNWKPY,These luxurious laminated business cards have clear gloss applied to areas of your choice. Choose from soft touch (19pt) or matte lamination (18pt) Slightly raised clear UV gloss Lamination provides a protective layer for cards Perfect for adding tactile elements to print,Buisness-Cards,51,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"153,1,27,Pearl paper Business Cards,Pearl-paper-business-cards,SKU-OROTAPOO,""A unique stock that shimmers when seen at different angles, Pearl Paper business cards are ingrained with pearl fibers that give the paper a smooth, metallic look. It will also help to give the lighter colors of your design a subtle shimmer. Through its artistic aesthetic, it is perfect for designers, marketers, or anyone who wants to attract attention from an appearance standpoint."",Buisness-Cards,23,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"154,1,27,Soft Touch Business Cards,Soft-touch-business-cards,SKU-YE1EX9N9,""Soft touch business cards are sometimes called suede business cards for their luxurious feel. Soft, matte, velvet-like surface 19pt thickness (16pt stock + 3pt lamination) Lamination adds protection against scratches and smudges"",Buisness-Cards,32.5,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"155,1,27,""32pt Painted Edge Business Cards"",""32pt-painted-edge-business-cards"",SKU-SQ8QKURH,Print business cards with painted edges that help your clients stand out with color. Thick 32pt premium stock Choose from 7 edge colors Uncoated surface Makes a powerful first impression,Buisness-Cards,62,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"156,1,27,Ultra Smooth Business Cards,Ultra-smooth-business-cards,SKU-EAIKWSMB,""These ultra smooth business cards are perfect for high end cards that blend professionalism with simplicity. 16pt uncoated stock Completely uniform, blank surface free of texture Super smooth surface makes images more pronounced"",Buisness-Cards,9.99,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"157,1,27,Die Cut Business Cards,Die-cut-business-cards,SKU-BRU89AZU,""Give your clients the best die cut business cards with our rounded corner, oval, or leaf shaped cards. The smooth, round edges will elevate them as premium business cards that help grow your client’s business... and yours."",Buisness-Cards,26,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"158,4,,Letterhead 60lb Uncoated,letterhead-60lb,SKU-EKHGEJBL,Perfect tool for branding official documents with your company’s details.,Stationary,65,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"159,4,28,Envelpoes 60lb Uncoated,envelopes-60lb-uncoated,SKU-7ZUKXUIB,""Envelopes that carry official business documents can be branded with a logo and other details. These are made of 60lb offset paper, which are sometimes called 24lb bond paper, as they have the same thickness, texture and weight (just manufactured slightly differently)"",Stationary,48,"""","""","""","""","""",""2024-09-16 15:57:46"",""2024-09-16 15:57:46"""
"160,4,28,Envelopes Self Adhesive 60lb ,envelopes-self-adhesive-60lb,SKU-2JFO432E,""Custom Self-Adhesive Envelopes with self-sealing flaps make it convenient to mail professional business correspondence. These are made of 60lb offset paper, which are sometimes called 24lb bond paper, as they have the same thickness, texture and weight (just manufactured slightly differently)"",Stationary,58,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"161,4,28,Envelopes Security 60lb,envelopes-security-60lb,SKU-7IBNCPUM,""Envelopes that carry official business documents can be branded with a logo and other details. The security tint inside these envelopes ensures that the contents are not seen through the envelope. These are made of 60lb offset paper, which are sometimes called 24lb bond paper, as they have the same thickness, texture and weight (just manufactured slightly differently)."",Stationary,59,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"162,4,29,Notepads 25 Pages,notepads-25-pages,SKU-KAH8R39M,Branded notepads with removable pages that can be used for writing notes. Includes a 14pt C2S gloss backing (typically used for our 14pt business cards/postcards). These notepads have 25 sheets each,Stationary,110,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"163,4,29,Notepads 50 Pages,notepads-50-pages,SKU-E1ANVFDM,Branded notepads with removable pages that can be used for writing notes. Includes a 14pt C2S gloss backing (typically used for our 14pt business cards/postcards). These notepads have 50 sheets each.,Stationary,125,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"164,4,,""3 Part NCR Forms"",""3-part-ncr-forms"",SKU-2PAZKO85,""Perfect tool for invoicing, POs and receipts. Writing on the first sheet transfers over to the subsequent two sheets in the form."",Stationary,85,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"165,4,,Supply Boxes,Siupply-boxes,SKU-QEUCQEBW,""Corrugated cardboard boxes made for easy packing, shipping and storing of products."",Stationary,10.5,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"166,4,30,""11oz Ceramic Mug"",""11oz-cermaic-mug"",SKU-3EJNPIKT,Print custom mugs at wholesale prices without a minimum order quantity. We use high quality sublimation printing to produce full color branded mugs that your clients will love,Promotional,9.5,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"167,4,30,""15oz Ceramic Mug"",""15oz-ceeramic mug"",SKU-KLEZPMAM,Print custom mugs at wholesale prices without a minimum order quantity. We use high quality sublimation printing to produce full color branded mugs that your clients will love.,Promotional,10.5,"""","""","""","""","""",""2024-09-16 15:57:47"",""2024-09-16 15:57:47"""
"168,4,,""10oz Stainless Steel Mug"",""10oz-stainless-steel-mug"",SKU-LKTDPVKG,""These custom printed stainless steel mugs are perfect for branding, gifting, and more. Offer your clients these convenient metal mugs branded with their own logo, slogan, or design."",Promotional,13.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"169,4,31,""18oz Clear Beer Mug"",""18oz-clear-beer-mug"",SKU-HOWPOSCE,""Print clear custom beer mugs with no minimum order quantity! Also called beer steins, they are ready to be branded using our dye sublimation printing"",Promotional,13.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"170,4,31,""16oz Frosted Beer Mug"",""16oz-frosted-mug"",SKU-WSTHHF8O,""Print frosted custom beer mugs with no minimum order quantity! Also called beer steins, they are ready to be branded using our dye sublimation printing."",Promotional,13.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"171,4,,""17oz Stainless Steel Bottles"",""17-oz-stainless-steel-bottles"",SKU-TLECXKQO,Branded bottles are the perfect item for your client’s promotional product needs. Now you can get these custom printed bottles at wholesale prices without order minimums.,Promotional,16.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"172,4,,Puzzles,puzzles,SKU-OLX9LYJ3,We print on glossy white cardboard stock using high quality dye sublimation to bring you 2 different sizes and no order minimums.,Promotional,24,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"173,4,,""20oz Tumblers"",""20oz-tumblers"",SKU-QIA2ZDKJ,Print custom tumblers for your clients with no minimums. Each customized tumbler comes with a clear lid and a stainless steel straw.,Promotional,17.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"174,4,32,""12oz Clear Mason Jars"",""12oz-clear-mason-jars"",SKU-O1ZKLJO7,Print custom mason jars for your clients without order minimums. These clear personalized jars are great for both daily use and special occasions.,Promotional,12.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"175,4,32,""12oz Frosted Mason Jars"",""12oz-frosted-mason-jars"",SKU-PLGS35XY,Print custom mason jars for your clients without order minimums. These frosted personalized jars are great for both daily use and special occasions,Promotional,12.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"176,4,,Key Chains (10 pieces),key-chains-10-peices,SKU-X5SYJ8P7,Print custom keychains made from PU (synthetic) leather. These customized keychain comes with a stainless steel ring. Selecting Quantity 1 will give you 10 pieces.,Promotional,55,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"177,4,,Coaster,Coasters-square,SKU-KGQTXABE,""Print custom coasters that protect your clients’ furniture from hot beverages. These 3.75"""" x 3.75"""" printed coasters are 0.125"""" thick. Selecting Quantity 1 will give you 10 pieces"",Promotional,25.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"178,4,,Mouse Pads,Mouse-pads,SKU-8FWBP13Z,""Print custom mouse pads withour order minimums featuring your client’s artwork or brand. They measure 7.75"""" x 9.25"""" and about 0.2” thick, with a black base."",Promotional,8.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"179,4,,Photo Panels,Photo-panels-ilumipix,SKU-FF4FJRJD,""Display your clients’ pictures as custom photo panels that are vibrant and long-lasting—perfect for wall art and custom home decor. Each panel is 0.045"""" thick. They can be mounted either in a frame or with double-sided tape on the wall."",Promotional,16.5,"""","""","""","""","""",""2024-09-16 15:57:48"",""2024-09-16 15:57:48"""
"180,6,,Mailer Boxes,Mailer-boxes,SKU-PLUGH9BW,""Print custom mailer boxes that are strong, professional, and perfect for displaying your client’s brand. These boxes have a roll end front tuck (REFT) with dust flaps. 32ECT is the standard product in the packaging industry for light and medium-duty usage corrugated sheets, and our 1/16"""" (0.0625"""") e-flute stock is ideal for high quality printing."",Labels and Packaging,20.5,"""","""","""","""","""",""2024-09-16 15:57:49"",""2024-09-16 15:57:49"""
